,_type,url,date,content,replyCount,retweetCount,likeCount,quoteCount,lang,hashtags,lat,lon,translated
15466,snscrape.modules.twitter.Tweet,https://twitter.com/chanal_shekar/status/1437654873177149440,2021-09-14 05:50:06+00:00,"@narayanagowdru ಓಟು ಬ್ಯಾಂಕು-ಗೂಟದ ಕಾರು-ನೋಟಿಗಾಗಿ ಕನ್ನಡ ಅಸ್ಮಿತೆಯನ್ನು ಹಿಂದಿಯನ್ನರಿಗೆ ಅಡಮಾನವಿಟ್ಟಿರುವ ನಾಡದ್ರೋಹಿ ರಾಜಕಾರಣಿಗಳೇ,ಕನ್ನಡಿಗರುಮನೆಯ ಮುಂದಿನ ಗೂಟ ಬಿಚ್ಚಿ ಹೊಡೆಯುವ ಕಾಲ ಸನ್ನಿಹವಾಗಿದೆ ಎಚ್ಚರ ಎಚ್ಚರ ಎಚ್ಚರ.

#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ 
#StopHindiImposition 
@karave_KRV 
@prajavani",0,0,0,0,kn,"['ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition']",15.005493,76.638392,"@narayanagowdru ಓಟು ಬ್ಯಾಂಕು-ಗೂಟದ ಕಾರು-ನೋಟಿಗಾಗಿ ಕನ್ನಡ ಅಸ್ಮಿತೆಯನ್ನು ಹಿಂದಿಯನ್ನರಿಗೆ ಅಡಮಾನವಿಟ್ಟಿರುವ ನಾಡದ್ರೋಹಿ ರಾಜಕಾರಣಿಗಳೇ,ಕನ್ನಡಿಗರುಮನೆಯ ಮುಂದಿನ ಗೂಟ ಬಿಚ್ಚಿ ಹೊಡೆಯುವ ಕಾಲ ಸನ್ನಿಹವಾಗಿದೆ ಎಚ್ಚರ ಎಚ್ಚರ ಎಚ್ಚರ.

#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ 
#StopHindiImposition 
@karave_KRV 
@prajavani"
15482,snscrape.modules.twitter.Tweet,https://twitter.com/chanal_shekar/status/1437654706260611073,2021-09-14 05:49:26+00:00,"@narayanagowdru ನಾನು ಭಾರತೀಯನಾಗಿರಲು ಕನ್ನಡಿಗನಾಗಿರುವುದೇ ಕಾರಣ. ಹಾಗಾಗಿ ಕನ್ನಡವೇ ನನಗೆ ಮೊದಲ ಮತ್ತು ಕೊನೆಯ ಪ್ರಾಶಸ್ತ್ಯ ಭಾಷೆ‌. 

#StopHindiImposition #StopHindiImperialism",0,2,5,0,kn,"['StopHindiImposition', 'StopHindiImperialism']",15.005493,76.638392,"@narayanagowdru ನಾನು ಭಾರತೀಯನಾಗಿರಲು ಕನ್ನಡಿಗನಾಗಿರುವುದೇ ಕಾರಣ. ಹಾಗಾಗಿ ಕನ್ನಡವೇ ನನಗೆ ಮೊದಲ ಮತ್ತು ಕೊನೆಯ ಪ್ರಾಶಸ್ತ್ಯ ಭಾಷೆ‌. 

#StopHindiImposition #StopHindiImperialism"
15487,snscrape.modules.twitter.Tweet,https://twitter.com/sraja6883/status/1437654676623675395,2021-09-14 05:49:19+00:00,"@BIJOY_AITC @MamataOfficial @abhishekaitc @TrinankurWBTMCP @SarthakTMCP @aitcsudip @Isabella_TMCP @abhiruless @KashmireRoy @MeghaA_Das @aitc_mehebub24 @satyaki_sngupta @nakspeaking @HappuSurma @shreehorcrux1 @rahul_ravising Today is Black Day for Non-Hindi People. Stop celebrating ""Hindi Divas"" using our money.
We are Bangali, we want equal rights in India.
#14thSeptemberBlackDay #StopHindiImperialism 
#UnityWithDignity #StopHindiImposition",0,0,2,0,en,"['14thSeptemberBlackDay', 'StopHindiImperialism', 'UnityWithDignity', 'StopHindiImposition']",23.206711,88.324965,"@BIJOY_AITC @MamataOfficial @abhishekaitc @TrinankurWBTMCP @SarthakTMCP @aitcsudip @Isabella_TMCP @abhiruless @KashmireRoy @MeghaA_Das @aitc_mehebub24 @satyaki_sngupta @nakspeaking @HappuSurma @shreehorcrux1 @rahul_ravising Today is Black Day for Non-Hindi People. Stop celebrating ""Hindi Divas"" using our money.
We are Bangali, we want equal rights in India.
#14thSeptemberBlackDay #StopHindiImperialism 
#UnityWithDignity #StopHindiImposition"
15498,snscrape.modules.twitter.Tweet,https://twitter.com/gaja169143/status/1437654563968798723,2021-09-14 05:48:53+00:00,"#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ

#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ

#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ

#StopHindiImposition https://t.co/FneUMYFHsI",0,0,0,0,und,"['StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition']",17.150579,78.2478407,"#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ

#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ

#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ

#StopHindiImposition https://t.co/FneUMYFHsI"
15562,snscrape.modules.twitter.Tweet,https://twitter.com/gaja169143/status/1437654006432600066,2021-09-14 05:46:40+00:00,#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ https://t.co/IddW13CHfH,0,1,0,0,und,"['StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ']",17.150579,78.2478407,#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ https://t.co/IddW13CHfH
15597,snscrape.modules.twitter.Tweet,https://twitter.com/gaja169143/status/1437653566986936320,2021-09-14 05:44:55+00:00,#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ https://t.co/u8pYyB903J,0,0,0,0,und,"['StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ']",17.150579,78.2478407,#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ https://t.co/u8pYyB903J
15602,snscrape.modules.twitter.Tweet,https://twitter.com/VinuInBlre/status/1437653538348228614,2021-09-14 05:44:48+00:00,How come someone could be so biased with one language in the so called largest democratic nation in the world. Stop being biased.. #StopHindiImposition,0,0,0,0,en,['StopHindiImposition'],12.919037,77.373474,How come someone could be so biased with one language in the so called largest democratic nation in the world. Stop being biased.. #StopHindiImposition
15649,snscrape.modules.twitter.Tweet,https://twitter.com/gaja169143/status/1437652959056195588,2021-09-14 05:42:30+00:00,#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ https://t.co/ICIdOFdIw7,0,0,0,0,und,"['StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ']",17.150579,78.2478407,#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ https://t.co/ICIdOFdIw7
15661,snscrape.modules.twitter.Tweet,https://twitter.com/abhirup996/status/1437652836003680268,2021-09-14 05:42:01+00:00,#StopHindiImposition,0,0,0,0,und,['StopHindiImposition'],22.765817,87.958271,#StopHindiImposition
15662,snscrape.modules.twitter.Tweet,https://twitter.com/ArunVirupaksha/status/1437652826944000002,2021-09-14 05:41:58+00:00,"ಇವತ್ತಿನ ಪತ್ರಿಕೆಯಲ್ಲಿ SBI ಅವರು ಪ್ರಕಟಿಸಿರುವ ಜಾಹಿರಾತು.ಇದನ್ನೇ ""ಹಿಂದಿ ಹೇರಿಕೆ"" ಎನ್ನುವುದು.
Hindi imposition on Kannadigas is still continuing. @Vijaykarnataka @TheOfficialSBI Shame on you people.
#StopHindiImposition 
#HindiDivas #Regionalism 
@Pai1288 @arpriyagowda @suhasmuralihs https://t.co/rhQSmO84B7",0,3,9,1,und,"['StopHindiImposition', 'HindiDivas', 'Regionalism']",12.731936,77.3305776,"ಇವತ್ತಿನ ಪತ್ರಿಕೆಯಲ್ಲಿ SBI ಅವರು ಪ್ರಕಟಿಸಿರುವ ಜಾಹಿರಾತು.ಇದನ್ನೇ ""ಹಿಂದಿ ಹೇರಿಕೆ"" ಎನ್ನುವುದು.
Hindi imposition on Kannadigas is still continuing. @Vijaykarnataka @TheOfficialSBI Shame on you people.
#StopHindiImposition 
#HindiDivas #Regionalism 
@Pai1288 @arpriyagowda @suhasmuralihs https://t.co/rhQSmO84B7"
15670,snscrape.modules.twitter.Tweet,https://twitter.com/pras501/status/1437652685306531844,2021-09-14 05:41:25+00:00,"राणि लक्ष्मीबाईनी त्यांची जगप्रसिध्द घोषणा मी माझी झाशी देणार नाही  ही मराठीतीतुन दिली होती

#हिंदी_राष्ट्रभाषा_नाही.
#महाराष्ट्रातमराठीच राष्ट्रभाषा 
#हिंदीलादणे_थांबवा
#१४सप्टेंबर_काळादिवस
#StopHindiImposition",0,19,42,3,mr,"['हिंदी_राष्ट्रभाषा_नाही', 'महाराष्ट्रातमराठीच', 'हिंदीलादणे_थांबवा', '१४सप्टेंबर_काळादिवस', 'StopHindiImposition']",18.248683,72.892071,"राणि लक्ष्मीबाईनी त्यांची जगप्रसिध्द घोषणा मी माझी झाशी देणार नाही  ही मराठीतीतुन दिली होती

#हिंदी_राष्ट्रभाषा_नाही.
#महाराष्ट्रातमराठीच राष्ट्रभाषा 
#हिंदीलादणे_थांबवा
#१४सप्टेंबर_काळादिवस
#StopHindiImposition"
15702,snscrape.modules.twitter.Tweet,https://twitter.com/vijayakumarpcha/status/1437652210905616389,2021-09-14 05:39:32+00:00,#StopHindiImposition https://t.co/OwZMPyXQhy,0,0,0,0,und,['StopHindiImposition'],12.731936,77.3305776,#StopHindiImposition https://t.co/OwZMPyXQhy
15770,snscrape.modules.twitter.Tweet,https://twitter.com/Santosh_Dudhale/status/1437651284304171010,2021-09-14 05:35:51+00:00,"घटनेनुसार भारताला कोणतीही राष्ट्रभाषा नाही.
तरीपण एकभाषिक राज्यांवर परकीय हिंदी भाषेची सक्ती का?

#आमचे_राज्य_मराठी_आमची_राजभाषा_मराठी
#महाराष्ट्रात_फक्त_मराठीच
#हिंदी_राष्ट्रभाषा_नाही
#हिंदी_लादणे_थांबवा
#StopHindiImposition

@ekikaranmarathi 
@marathi_bola 
@mssanghatna #म",0,29,60,2,mr,"['आमचे_राज्य_मराठी_आमची_राजभाषा_मराठी', 'महाराष्ट्रात_फक्त_मराठीच', 'हिंदी_राष्ट्रभाषा_नाही', 'हिंदी_लादणे_थांबवा', 'StopHindiImposition', 'म']",18.4571648,73.8031065,"घटनेनुसार भारताला कोणतीही राष्ट्रभाषा नाही.
तरीपण एकभाषिक राज्यांवर परकीय हिंदी भाषेची सक्ती का?

#आमचे_राज्य_मराठी_आमची_राजभाषा_मराठी
#महाराष्ट्रात_फक्त_मराठीच
#हिंदी_राष्ट्रभाषा_नाही
#हिंदी_लादणे_थांबवा
#StopHindiImposition

@ekikaranmarathi 
@marathi_bola 
@mssanghatna #म"
15799,snscrape.modules.twitter.Tweet,https://twitter.com/karnatabala/status/1437650905453658114,2021-09-14 05:34:20+00:00,"ವಿಶ್ವಲಿಪಿಗಳ ರಾಣಿ,ವಿಶ್ವದ ಅತಿ ಹೆಚ್ಚು ಕಲ್ಬರಹ ಹೊಂದಿದ,ಭಾರತದಲ್ಲೇ ಅತಿ ಹೆಚ್ಚು ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟಿದ,ಅತಿ ಹೆಚ್ಚು ವಾಸ್ತು ಶೈಲಿಹೊಂದಿದ,ಸಾಹಿತ್ಯಕ್ಕೆ ಅತಿ ಹೆಚ್ಚು ಕೊಡುಗೆ ಕೊಟ್ಟ ನಮ್ಮ ನಾಡು ನುಡಿ ಹಾಗು ನುಡಿಗರ ಮುಂದೆ ಇನ್ನೂರು ವರ್ಷ ಇತಿಹಾಸ ಇರುವ ಹೊಸ ಭಾಷೆಯನ್ನು ಮೆರೆಸೋದು ಎಷ್ಟು ಸರಿ #StopHindiImposition #StopHindiDiwas https://t.co/ghxLVokwH5",0,45,122,3,kn,"['StopHindiImposition', 'StopHindiDiwas']",12.731936,77.3305776,"ವಿಶ್ವಲಿಪಿಗಳ ರಾಣಿ,ವಿಶ್ವದ ಅತಿ ಹೆಚ್ಚು ಕಲ್ಬರಹ ಹೊಂದಿದ,ಭಾರತದಲ್ಲೇ ಅತಿ ಹೆಚ್ಚು ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟಿದ,ಅತಿ ಹೆಚ್ಚು ವಾಸ್ತು ಶೈಲಿಹೊಂದಿದ,ಸಾಹಿತ್ಯಕ್ಕೆ ಅತಿ ಹೆಚ್ಚು ಕೊಡುಗೆ ಕೊಟ್ಟ ನಮ್ಮ ನಾಡು ನುಡಿ ಹಾಗು ನುಡಿಗರ ಮುಂದೆ ಇನ್ನೂರು ವರ್ಷ ಇತಿಹಾಸ ಇರುವ ಹೊಸ ಭಾಷೆಯನ್ನು ಮೆರೆಸೋದು ಎಷ್ಟು ಸರಿ #StopHindiImposition #StopHindiDiwas https://t.co/ghxLVokwH5"
15804,snscrape.modules.twitter.Tweet,https://twitter.com/PraveenKumarGN9/status/1437650851720429570,2021-09-14 05:34:07+00:00,"ಕನ್ನಡ ನಾಡೇ ಬಲು ಅಂದ
ಕನ್ನಡ ಬಿಡೆ ಬಲು ಚಂದ
ಚೆಲುವ ನಾಡು ಕರುನಾಡು ಹೊನ್ನಬೀಡು ಕನ್ನಡ ನಾಡು ನಿಂತ ನೆಲವೇ ಉಸಿರಾಗಲಿ ಕನ್ನಡ ಕೀರುತಿ ಗಗನಕ್ಕೇರಲಿ ಮಾತು ಮಂತನ ಕನ್ನಡದಲ್ಲೇ ಇರಲಿ ಜಗದ ಚಿಂತನ ಕನ್ನಡಕ್ಕೊದಗಲಿ ಕಲಿಸು ಅಭಿಮಾನವ ಕನ್ನಡತನವ ಉಣಿಸು ಸಾಹಿತ್ಯ ಸವಿ ಕನ್ನಡ ತೇರು ನಿರಂತರ ಏರಲಿ.
#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ #StopHindiImposition https://t.co/50uIuxlZqL",1,1,5,0,kn,"['ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition']",12.731936,77.3305776,"ಕನ್ನಡ ನಾಡೇ ಬಲು ಅಂದ
ಕನ್ನಡ ಬಿಡೆ ಬಲು ಚಂದ
ಚೆಲುವ ನಾಡು ಕರುನಾಡು ಹೊನ್ನಬೀಡು ಕನ್ನಡ ನಾಡು ನಿಂತ ನೆಲವೇ ಉಸಿರಾಗಲಿ ಕನ್ನಡ ಕೀರುತಿ ಗಗನಕ್ಕೇರಲಿ ಮಾತು ಮಂತನ ಕನ್ನಡದಲ್ಲೇ ಇರಲಿ ಜಗದ ಚಿಂತನ ಕನ್ನಡಕ್ಕೊದಗಲಿ ಕಲಿಸು ಅಭಿಮಾನವ ಕನ್ನಡತನವ ಉಣಿಸು ಸಾಹಿತ್ಯ ಸವಿ ಕನ್ನಡ ತೇರು ನಿರಂತರ ಏರಲಿ.
#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ #StopHindiImposition https://t.co/50uIuxlZqL"
15823,snscrape.modules.twitter.Tweet,https://twitter.com/AwaradiMantu/status/1437650672095092744,2021-09-14 05:33:25+00:00,#StopHindiImposition https://t.co/fwZ2mdwjEQ,0,0,1,0,und,['StopHindiImposition'],15.606794,72.64293,#StopHindiImposition https://t.co/fwZ2mdwjEQ
15845,snscrape.modules.twitter.Tweet,https://twitter.com/NamCinema/status/1437650396068007938,2021-09-14 05:32:19+00:00,ಕನ್ನಡ ನಾಡಿನಲ್ಲಿ ಕನ್ನಡವೇ ಅಗ್ರಮಾನ್ಯ. ಕರ್ನಾಟಕದಲ್ಲಿ ಹಿಂದಿ ಹೇರಿಕೆ ಅಸಹ್ಯಕರ ರಾಜಕೀಯ. ಹಿಂದಿಯನ್ನು ಐಚ್ಛಿಕ ಭಾಷೆಯಾಗಿ ಕಲಿಯಲು ಅಭ್ಯಂತರ ಇಲ್ಲ. ಅದನ್ನು ಕಡ್ಡಾಯ ಮತ್ತು ಅನಿವಾರ್ಯ ಮಾಡಕೂಡದು. ಹಿಂದಿ ಹೇರಿಕೆ ಯತ್ನ ಕನ್ನಡಿಗರಿಗೆ ಮಾಡುವ ಮಹಾ ಅನ್ಯಾಯ. #NamCinema #StopHindiImposition #Kannada #Karnataka #ಕನ್ನಡಿಗರು https://t.co/dnFEAe54yh,3,65,274,0,kn,"['NamCinema', 'StopHindiImposition', 'Kannada', 'Karnataka', 'ಕನ್ನಡಿಗರು']",12.1175892,76.4551434,ಕನ್ನಡ ನಾಡಿನಲ್ಲಿ ಕನ್ನಡವೇ ಅಗ್ರಮಾನ್ಯ. ಕರ್ನಾಟಕದಲ್ಲಿ ಹಿಂದಿ ಹೇರಿಕೆ ಅಸಹ್ಯಕರ ರಾಜಕೀಯ. ಹಿಂದಿಯನ್ನು ಐಚ್ಛಿಕ ಭಾಷೆಯಾಗಿ ಕಲಿಯಲು ಅಭ್ಯಂತರ ಇಲ್ಲ. ಅದನ್ನು ಕಡ್ಡಾಯ ಮತ್ತು ಅನಿವಾರ್ಯ ಮಾಡಕೂಡದು. ಹಿಂದಿ ಹೇರಿಕೆ ಯತ್ನ ಕನ್ನಡಿಗರಿಗೆ ಮಾಡುವ ಮಹಾ ಅನ್ಯಾಯ. #NamCinema #StopHindiImposition #Kannada #Karnataka #ಕನ್ನಡಿಗರು https://t.co/dnFEAe54yh
15859,snscrape.modules.twitter.Tweet,https://twitter.com/AnilMysuru/status/1437650183676784642,2021-09-14 05:31:28+00:00,"@airnewsalerts ಇದು ನಮಗೆ ಅನ್ವಯಿಸುವುದಿಲ್ಲ. 
ನಾವು ನವೆಂಬರ್ 1 ರಂದು ಆಚರಿಸುತ್ತೇವೆ

#StopHindiImposition 
#stopHindiDiwas 
#StopHindiImperialism",0,1,0,0,kn,"['StopHindiImposition', 'stopHindiDiwas', 'StopHindiImperialism']",12.1175892,76.4551434,"@airnewsalerts ಇದು ನಮಗೆ ಅನ್ವಯಿಸುವುದಿಲ್ಲ. 
ನಾವು ನವೆಂಬರ್ 1 ರಂದು ಆಚರಿಸುತ್ತೇವೆ

#StopHindiImposition 
#stopHindiDiwas 
#StopHindiImperialism"
15864,snscrape.modules.twitter.Tweet,https://twitter.com/Mani_Holal69/status/1437650167767842822,2021-09-14 05:31:24+00:00,"#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ 
#StopHindiImposition 
#ಕನ್ನಡ https://t.co/jmGVcbDxXw",0,0,0,0,und,"['ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition', 'ಕನ್ನಡ']",11.582378,74.050963,"#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ 
#StopHindiImposition 
#ಕನ್ನಡ https://t.co/jmGVcbDxXw"
15878,snscrape.modules.twitter.Tweet,https://twitter.com/Mani_Holal69/status/1437650026071613446,2021-09-14 05:30:51+00:00,"#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ 
#StopHindiImposition 
#ಕನ್ನಡ https://t.co/4MqZoswf91",0,0,1,0,und,"['ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'StopHindiImposition', 'ಕನ್ನಡ']",11.582378,74.050963,"#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ 
#StopHindiImposition 
#ಕನ್ನಡ https://t.co/4MqZoswf91"
15916,snscrape.modules.twitter.Tweet,https://twitter.com/BASAVARAJU_MDP/status/1437649801483489282,2021-09-14 05:29:57+00:00,"ನಮ್ಮ ಟ್ಯಾಕ್ಸ್ ಹಣದಲ್ಲಿ ಕೇವಲ ನಿಮ್ಮ ಹಿಂದಿ ದಿವಸ ಒಂದೇ ಏತಕ್ಕೆ? ಕನ್ನಡ ದಿವಸ ಏತಕ್ಕೆ ಇಲ್ಲ?
ಸರಿ ಅನ್ಸಿದ್ರೆ ಶೇರ್ ಮಾಡುವ ಮೂಲಕ ಬೆಂಬಲಿಸಿ ಸ್ವಾಭಿಮಾನಿಗಳೇ. 
#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#stopHindiImposition 
@CMofKarnataka
@PMOIndia
@AmitShah
@Tejasvi_Surya
@PCMohanMP
@ShobhaBJP
@DVSadanandGowda
@karave_KRV",0,3,4,0,kn,"['ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'stopHindiImposition']",12.731936,77.3305776,"ನಮ್ಮ ಟ್ಯಾಕ್ಸ್ ಹಣದಲ್ಲಿ ಕೇವಲ ನಿಮ್ಮ ಹಿಂದಿ ದಿವಸ ಒಂದೇ ಏತಕ್ಕೆ? ಕನ್ನಡ ದಿವಸ ಏತಕ್ಕೆ ಇಲ್ಲ?
ಸರಿ ಅನ್ಸಿದ್ರೆ ಶೇರ್ ಮಾಡುವ ಮೂಲಕ ಬೆಂಬಲಿಸಿ ಸ್ವಾಭಿಮಾನಿಗಳೇ. 
#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#stopHindiImposition 
@CMofKarnataka
@PMOIndia
@AmitShah
@Tejasvi_Surya
@PCMohanMP
@ShobhaBJP
@DVSadanandGowda
@karave_KRV"
15939,snscrape.modules.twitter.Tweet,https://twitter.com/BASAVARAJU_MDP/status/1437649444820819972,2021-09-14 05:28:32+00:00,"ಒಕ್ಕೂಟ ಸರ್ಕಾರ ದಿಂದ ಕನ್ನಡ ದಿವಸ ಆಚರಣೆ ಇಲ್ಲದ ಮೇಲೆ ಕೇವಲ ಹಿಂದಿ ದಿವಸ್ ಒಂದೇ ಆಚರಣೆ ಏತಕ್ಕೆ??
#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#stopHindiImposition  
@CMofKarnataka
@PMOIndia
@AmitShah
@Tejasvi_Surya
@PCMohanMP
@ShobhaBJP
@DVSadanandGowda
@dinoosacham 
@kdabengaluru
@ajavgal 
@Anand_GJ
@prajavani",0,0,0,0,kn,"['ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ', 'stopHindiImposition']",12.731936,77.3305776,"ಒಕ್ಕೂಟ ಸರ್ಕಾರ ದಿಂದ ಕನ್ನಡ ದಿವಸ ಆಚರಣೆ ಇಲ್ಲದ ಮೇಲೆ ಕೇವಲ ಹಿಂದಿ ದಿವಸ್ ಒಂದೇ ಆಚರಣೆ ಏತಕ್ಕೆ??
#ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ
#stopHindiImposition  
@CMofKarnataka
@PMOIndia
@AmitShah
@Tejasvi_Surya
@PCMohanMP
@ShobhaBJP
@DVSadanandGowda
@dinoosacham 
@kdabengaluru
@ajavgal 
@Anand_GJ
@prajavani"
15940,snscrape.modules.twitter.Tweet,https://twitter.com/KiranKumarO2/status/1437649441075314688,2021-09-14 05:28:31+00:00,"Celebrating Hindi Divas in Hindi speaking States of India is fine. But celebrating it in Non-Hindi speaking States and imposing it on us isn't fine. 
GOI should stop imposing Hindi on us #StopHindiImposition https://t.co/3NmfnuWdTJ",4,3,3,0,en,['StopHindiImposition'],12.752933,74.770712,"Celebrating Hindi Divas in Hindi speaking States of India is fine. But celebrating it in Non-Hindi speaking States and imposing it on us isn't fine. 
GOI should stop imposing Hindi on us #StopHindiImposition https://t.co/3NmfnuWdTJ"
15983,snscrape.modules.twitter.Tweet,https://twitter.com/sunny8197447891/status/1437649017727422475,2021-09-14 05:26:50+00:00,#StopHindiImposition https://t.co/UiEOARdHLo,0,0,2,0,und,['StopHindiImposition'],15.925836,77.14582,#StopHindiImposition https://t.co/UiEOARdHLo
15985,snscrape.modules.twitter.Tweet,https://twitter.com/pht4ys9iBZqjs1w/status/1437649004435628034,2021-09-14 05:26:47+00:00,"ಹಿಂದಿ ರಾಷ್ಟ್ರಭಾಷೆಯಲ್ಲ. 
#StopHindiImposition",0,0,1,0,kn,['StopHindiImposition'],12.919037,77.373474,"ಹಿಂದಿ ರಾಷ್ಟ್ರಭಾಷೆಯಲ್ಲ. 
#StopHindiImposition"
15999,snscrape.modules.twitter.Tweet,https://twitter.com/sunny8197447891/status/1437648876656160771,2021-09-14 05:26:17+00:00,#StopHindiImposition https://t.co/fOhFd0rsu2,0,0,1,0,und,['StopHindiImposition'],15.925836,77.14582,#StopHindiImposition https://t.co/fOhFd0rsu2
16025,snscrape.modules.twitter.Tweet,https://twitter.com/sunny8197447891/status/1437648670036398080,2021-09-14 05:25:27+00:00,#StopHindiImposition https://t.co/FPBzBQgE5I,0,0,0,0,und,['StopHindiImposition'],15.925836,77.14582,#StopHindiImposition https://t.co/FPBzBQgE5I
16036,snscrape.modules.twitter.Tweet,https://twitter.com/sunny8197447891/status/1437648563987632132,2021-09-14 05:25:02+00:00,#StopHindiImposition https://t.co/9ATjFLoBCd,0,0,0,0,und,['StopHindiImposition'],15.925836,77.14582,#StopHindiImposition https://t.co/9ATjFLoBCd
16039,snscrape.modules.twitter.Tweet,https://twitter.com/sunny8197447891/status/1437648532391940099,2021-09-14 05:24:54+00:00,#StopHindiImposition https://t.co/zmstpQ1cN1,0,0,1,0,und,['StopHindiImposition'],15.925836,77.14582,#StopHindiImposition https://t.co/zmstpQ1cN1
16058,snscrape.modules.twitter.Tweet,https://twitter.com/Vivekku12955166/status/1437648371787845633,2021-09-14 05:24:16+00:00,#दिल से गौरव की बात.........🖋️।                     संविधान सभा को हिंदी दिवस की हार्दिक शुभकामनाएं।                                                 ------------------------------------------#HindiDiwas #HindiImposition https://t.co/lwdIIRdhhC,0,0,2,0,hi,"['दिल', 'HindiDiwas', 'HindiImposition']",24.286947,83.324301,#दिल से गौरव की बात.........🖋️।                     संविधान सभा को हिंदी दिवस की हार्दिक शुभकामनाएं।                                                 ------------------------------------------#HindiDiwas #HindiImposition https://t.co/lwdIIRdhhC
